,Name of the Company,BSE_Symbol,NSE_Symbol
2850,Pritish Nandy Communications Ltd,532387,PNC
2851,Hawa Engineers Ltd,539176,
2852,Arman Holdings Ltd,538556,
2853,Lakhotia Polyesters (India) Ltd,535387,
2854,Mohit Paper Mills Ltd,530169,
2855,Parshwanath Corporation Ltd,511176,
2856,MEP Infrastructure Developers Ltd,539126,MEP
2857,Medico Intercontinental Ltd,539938,
2858,Galactico Corporate Services Ltd,542802,
2859,Hind Aluminium Industries Ltd,531979,
2860,Suryaamba Spinning Mills Ltd,533101,
2861,Sita Enterprises Ltd,512589,
2862,Aditya Spinners Ltd,521141,
2863,Thinkink Picturez Ltd,539310,
2864,Julien Agro Infratech Ltd,536073,
2865,Southern Magnesium & Chemicals Ltd,513498,
2866,Bhaskar Agrochemicals Ltd,524534,
2867,Bervin Investments & Leasing Ltd,531340,
2868,Ashirwad Steels & Industries Ltd,526847,
2869,Continental Securities Ltd,538868,
2870,Tamil Nadu Telecommunications Ltd,523419,TNTELE
2871,Megri Soft Ltd,539012,
2872,Gothi Plascon (India) Ltd,531111,
2873,Chennai Ferrous Industries Ltd,539011,
2874,Ashirwad Capital Ltd,512247,
2875,Bodhtree Consulting Ltd,539122,
2876,Maharashtra Corporation Ltd,505523,
2877,SVP Global Textiles Ltd,505590,SVPGLOB
2878,Diligent Industries Ltd,531153,
2879,Qgo Finance Ltd,538646,
2880,Popees Care Ltd,530565,
2881,Picturehouse Media Ltd,532355,
2882,Nagreeka Capital & Infrastructure Ltd,532895,NAGREEKCAP
2883,ANG Lifesciences India Ltd,540694,
2884,Shiva Global Agro Industries Ltd,530433,
2885,Gujarat Inject (Kerala) Ltd,524238,
2886,Sainik Finance & Industries Ltd,530265,
2887,ETT Ltd,537707,
2888,Camex Ltd,524440,
2889,Pratik Panels Ltd,526490,
2890,Bombay Talkies Ltd,511246,
2891,Shree Ganesh Biotech India Ltd,539470,
2892,Yuranus Infrastructure Ltd,536846,
2893,Genus Prime Infra Ltd,532425,
2894,Tirupati Foam Ltd,540904,
2895,Citadel Realty & Developers Ltd,502445,
2896,RR Metalmakers India Ltd,531667,
2897,Kratos Energy & Infrastructure Ltd,501261,
2898,Ravi Leela Granites Ltd,526095,
2899,Mohit Industries Ltd,531453,MOHITIND
2900,G G Dandekar Properties Ltd,505250,
2901,Titan Intech Ltd,521005,
2902,Zodiac Ventures Ltd,503641,
2903,Kapil Cotex Ltd,512036,
2904,Archidply Decor Ltd,543231,ADL
2905,Duropack Ltd,526355,
2906,Nalin Lease Finance Ltd,531212,
2907,Blue Chip India Ltd,531936,BLUECHIP
2908,Kabsons Industries Ltd,524675,
2909,Gowra Leasing & Finance Ltd,530709,
2910,MPIL Corporation Ltd,500450,
2911,Rollatainers Ltd,502448,ROLLT
2912,Bonlon Industries Ltd,543211,
2913,Salora International Ltd,500370,
2914,SMIFS Capital Markets Ltd,508905,
2915,Kridhan Infra Ltd,533482,KRIDHANINF
2916,GKB Ophthalmics Ltd,533212,
2917,Vivanta Industries Ltd,541735,
2918,Chandra Prabhu International Ltd,530309,
2919,West Leisure Resorts Ltd,538382,
2920,H P Cotton Textile Mills Ltd,502873,
2921,Martin Burn Ltd,523566,
2922,Danube Industries Ltd,540361,
2923,Vama Industries Ltd,512175,
2924,Nagarjuna Agri Tech Ltd,531832,
2925,Viji Finance Ltd,537820,VIJIFIN
2926,Consecutive Investments & Trading Co Ltd,539091,
2927,Mega Corporation Ltd,531417,
2928,Rose Merc. Ltd,512115,
2929,Palm Jewels Ltd,541444,
2930,Madhav Marbles and Granites Ltd,515093,MADHAV
2931,The Ravalgaon Sugar Farm Ltd,507300,
2932,Mishka Exim Ltd,539220,
2933,Rishi Techtex Ltd,523021,
2934,Fortune International Ltd,530213,
2935,Umiya Tubes Ltd,539798,
2936,East Buildtech Ltd,507917,
2937,Medinova Diagnostic Services Ltd,526301,
2938,Haryana Leather Chemicals Ltd,524080,
2939,Tyroon Tea Company Ltd,526945,
2940,Unick Fix-A-Form And Printers Ltd,541503,
2941,Sunil Industries Ltd,521232,
2942,Sanwaria Consumer Ltd,519260,SANWARIA
2943,Integra Switchgear Ltd,517423,
2944,Jaihind Synthetics Ltd,514312,
2945,Kanco Tea & Industries Ltd,541005,
2946,Balurghat Technologies Ltd,520127,
2947,Asian Tea & Exports Ltd,519532,
2948,Khaitan (India) Ltd,590068,KHAITANLTD
2949,Prismx Global Ventures Ltd,501314,
2950,Lerthai Finance Ltd,502250,
2951,Unison Metals Ltd,538610,
2952,Gujarat Petrosynthese Ltd,506858,
2953,Margo Finance Ltd,500206,
2954,Visagar Financial Services Ltd,531025,
2955,Centenial Surgical Suture Ltd,531380,
2956,Clenon Enterprises Ltd,517564,
2957,Invigorated Business Consulting Ltd,511716,
2958,Ashnisha Industries Ltd,541702,
2959,STL Global Ltd,532730,SGL
2960,Ushdev International Ltd,511736,
2961,Sugal & Damani Share Brokers Ltd,511654,
2962,Arigato Universe Ltd,530267,
2963,Walchand Peoplefirst Ltd,501370,
2964,Onesource Industries & Venture Ltd,530805,
2965,Swasti Vinayaka Art & Heritage Corporation Ltd,512257,
2966,Spenta International Ltd,526161,
2967,Vertex Securities Ltd,531950,
2968,Polyspin Exports Ltd,539354,
2969,Nivaka Fashions Ltd,542206,
2970,Garment Mantra Lifestyle Ltd,539216,
2971,Bazel International Ltd,539946,
2972,MPDL Ltd,532723,
2973,Binani Industries Ltd,500059,BINANIIND
2974,Epuja Spiritech Ltd,532092,
2975,Sri Ramakrishna Mills (Coimbatore) Ltd,521178,
2976,Vineet Laboratories Ltd,543298,VINEETLAB
2977,Kisaan Parivar Industries Ltd,519230,
2978,Epic Energy Ltd,530407,
2979,JMJ Fintech Ltd,538834,
2980,Lesha Industries Ltd,533602,
2981,Comfort Commotrade Ltd,534691,
2982,Panjon Ltd,526345,
2983,Sunil Agro Foods Ltd,530953,
2984,Aruna Hotels Ltd,500016,
2985,Poona Dal and Oil Industries Ltd,519359,
2986,Inani Marbles & Industries Ltd,531129,
2987,Garnet Construction Ltd,526727,
2988,Shree Rajasthan Syntex Ltd,503837,
2989,Bridge Securities Ltd,530249,
2990,Axel Polymers Ltd,513642,
2991,Standard Surfactants Ltd,526231,
2992,Sulabh Engineers & Services Ltd,508969,
2993,Smart Finsec Ltd,539494,
2994,Triliance Polymers Ltd,509046,
2995,Challani Capital Ltd,530747,
2996,Sudal Industries Ltd,506003,
2997,Glance Finance Ltd,531199,
2998,Salguti Industries Ltd,526554,
2999,KJMC Corporate Advisors (India) Ltd,532304,
3000,Chordia Food Products Ltd,519475,
3001,Roselabs Finance Ltd,531324,
3002,East India Drums & Barrels Manufacturing Ltd,523874,
3003,Natural Biocon (India) Ltd,543207,
3004,India Cements Capital Ltd,511355,
3005,Standard Batteries Ltd,504180,
3006,Inland Printers Ltd,530787,
3007,Sawaca Enterprises Ltd,531893,
3008,N K Industries Ltd,519494,NKIND
3009,Transgene Biotek Ltd,526139,
3010,V R Woodart Ltd,523888,
3011,Anupam Finserv Ltd,530109,
3012,PVV Infra Ltd,536659,
3013,Alfa Ica (India) Ltd,530973,
3014,K K Fincorp Ltd,503669,
3015,Rishabh Special Yarns Ltd,514177,
3016,Patspin India Ltd,514326,
3017,Frontier Capital Ltd,508980,
3018,Sonal Adhesives Ltd,526901,
3019,Cityman Ltd,521210,
3020,Vasudhagama Enterprises Ltd,539291,
3021,TGB Banquets & Hotels Ltd,532845,TGBHOTELS
3022,Add-Shop E-Retail Ltd,541865,
3023,Concord Drugs Ltd,538965,
3024,Accedere Ltd,531533,
3025,Orient Tradelink Ltd,531512,
3026,Iykot Hitech Toolroom Ltd,522245,
3027,Vikas Wsp Ltd,519307,VIKASWSP
3028,Gajanan Securities Services Ltd,538609,
3029,Pasupati Spinning & Weaving Mills Ltd,503092,
3030,Siel Financial Services Ltd,532217,
3031,Hybrid Financial Services Ltd,500262,HYBRIDFIN
3032,Hipolin Ltd,530853,
3033,Max Heights Infrastructure Ltd,534338,
3034,Goenka Diamond & Jewels Ltd,533189,GOENKA
3035,Response Informatics Ltd,538273,
3036,Venlon Enterprises Ltd,524038,
3037,Global Capital Markets Ltd,530263,
3038,Shreevatsaa Finance & Leasing Ltd,532007,
3039,Khandwala Securities Ltd,531892,KHANDSE
3040,Cybele Industries Ltd,531472,
3041,Rajkamal Synthetics Ltd,514028,
3042,IITL Projects Ltd,531968,
3043,Winpro Industries Ltd,531337,WINPRO
3044,Hindoostan Mills Ltd,509895,
3045,Omega Interactive Technologies Ltd,511644,
3046,Marg Techno-Projects Ltd,540254,
3047,Williamson Magor & Company Ltd,519224,WILLAMAGOR
3048,Popular Estate Management Ltd,531870,
3049,Bluechip Tex Industries Ltd,506981,
3050,Mercury Trade Links Ltd,512415,
3051,Bombay Wire Ropes Ltd,504648,
3052,National General Industries Ltd,531651,
3053,Intec Capital Ltd,526871,
3054,Omkar Pharmachem Ltd,532167,
3055,Jyotirgamya Enterprises Ltd,539246,
3056,Sri Havisha Hospitality & Infrastructure Ltd,531322,HAVISHA
3057,Vinyoflex Ltd,530401,
3058,TCM Ltd,524156,
3059,MSR India Ltd,508922,
3060,Informed Technologies India Ltd,504810,
3061,Polymechplast Machines Ltd,526043,
3062,Techindia Nirman Ltd,526576,TECHIN
3063,Stanrose Mafatlal Investment & Finance Ltd,506105,
3064,Jindal Capital Ltd,530405,
3065,Kairosoft AI Solutions Ltd,506122,
3066,Apt Packaging Ltd,506979,
3067,Amco India Ltd,530133,
3068,Ventura Textiles Ltd,516098,
3069,Premier Capital Services Ltd,511016,
3070,Poojawestern Metaliks Ltd,540727,
3071,Jagsonpal Finance & Leasing Ltd,530601,
3072,Prakash Woollen & Synthetic Mills Ltd,531437,
3073,Money Masters Leasing & Finance Ltd,535910,
3074,B2B Software Technologies Ltd,531268,
3075,Netlink Solutions (India) Ltd,509040,
3076,Swati Projects Ltd,543914,
3077,Samyak International Ltd,530025,
3078,Telogica Ltd,532975,
3079,Neeraj Paper Marketing Ltd,539409,
3080,Libord Finance Ltd,511593,
3081,Cochin Malabar Estates & Industries Ltd,508571,
3082,Hindustan Agrigenetics Ltd,519574,
3083,Annvrridhhi Ventures Ltd,538539,
3084,Munoth Financial Services Ltd,531821,
3085,Hemang Resources Ltd,531178,
3086,Zenith Fibres Ltd,514266,
3087,Premier Energy & Infrastructure Ltd,533100,
3088,Aris International Ltd,531677,
3089,Adhata Global Ltd,531286,
3090,Heads UP Ventures Ltd,540210,HEADSUP
3091,Deco-Mica Ltd,531227,
3092,Subhash Silk Mills Ltd,530231,
3093,Samsrita Labs Ltd,539267,
3094,Sangal Papers Ltd,516096,
3095,Sylph Technologies Ltd,511447,
3096,Kaushalya Infrastructure Development Corpn Ltd,532925,KAUSHALYA
3097,Raw Edge Industrial Solutions Ltd,541634,
3098,IEC Education Ltd,531840,
3099,Sanblue Corporation Ltd,521222,
3100,Khoobsurat Ltd,535730,
3101,Bangalore Fort Farms Ltd,539120,
3102,Ecofinity Atomix Ltd,539455,
3103,S P Capital Financing Ltd,530289,
3104,Zodiac-JRD-MKJ Ltd,512587,
3105,Adarsh Plant Protect Ltd,526711,
3106,Sadhna Broadcast Ltd,540821,
3107,Miven Machine Tools Ltd,522036,
3108,Family Care Hospitals Ltd,516110,
3109,Sahara Housing Fina Corporation Ltd,511533,
3110,Prism Finance Ltd,531735,
3111,Ace Men Engg Works Ltd,539661,
3112,Choksi Imaging Ltd,530427,
3113,Grand Foundry Ltd,513343,GFSTEELS
3114,Paos Industries Ltd,530291,
3115,Utique Enterprises Ltd,500014,
3116,Greencrest Financial Services Ltd,531737,
3117,Veer Energy & Infrastructure Ltd,503657,
3118,Infomedia Press Ltd,509069,INFOMEDIA
3119,Manraj Housing Finance Ltd,530537,
3120,Sarthak Industries Ltd,531930,
3121,Maris Spinners Ltd,531503,
3122,Olympia Industries Ltd,521105,
3123,Purshottam Investofin Ltd,538647,
3124,Pan Electronics (India) Ltd,517397,
3125,Veejay Lakshmi Engineering Works Ltd,522267,
3126,Zenith Health Care Ltd,530665,
3127,Indus Finance Ltd,531841,
3128,Gem Spinners India Ltd,521133,
3129,Prima Industries Ltd,531246,
3130,MPF Systems Ltd,532470,
3131,Sofcom Systems Ltd,538923,
3132,Madhusudan Industries Ltd,515059,
3133,Infronics Systems Ltd,537985,
3134,UR Sugar Industries Ltd,539097,
3135,Steel Strips Infrastructures Ltd,513173,
3136,Shree Pacetronix Ltd,527005,
3137,RKD Agri & Retail Ltd,511169,
3138,Ashiana Ispat Ltd,513401,
3139,MRC Agrotech Ltd,540809,
3140,Tavernier Resources Ltd,531190,
3141,Citizen Infoline Ltd,538786,
3142,Prime Urban Development India Ltd,521149,
3143,Tai Industries Ltd,519483,
3144,Sinnar Bidi Udyog Ltd,509887,
3145,Amin Tannery Ltd,541771,
3146,Visagar Polytex Ltd,506146,VIVIDHA
3147,Jainex Aamcol Ltd,505212,
3148,Laffans Petrochemicals Ltd,524522,
3149,JMD Ventures Ltd,511092,
3150,Trimurthi Ltd,536565,
3151,ACI Infocom Ltd,517356,
3152,GSB Finance Ltd,511543,
3153,SVS Ventures Ltd,543745,
3154,Narendra Properties Ltd,531416,
3155,Kabra Drugs Ltd,524322,
3156,Hira Automobile Ltd,531743,
3157,Taparia Tools Ltd,505685,
3158,Retro Green Revolution Ltd,519191,
3159,Panth Infinity Ltd,539143,
3160,Abhishek Finlease Ltd,538935,
3161,JHS Svendgaard Retail Ventures Ltd,544197,RETAIL
3162,A F Enterprises Ltd,538351,
3163,N D Metal Industries Ltd,512024,
3164,Tijaria Polypipes Ltd,533629,TIJARIA
3165,Trans Freight Containers Ltd,513063,
3166,TTI Enterprise Ltd,538597,
3167,Synthiko Foils Ltd,513307,
3168,LWS Knitwear Ltd,531402,
3169,Ishita Drugs & Industries Ltd,524400,
3170,Tejassvi Aaharam Ltd,531628,
3171,Cyber Media (India) Ltd,532640,CYBERMEDIA
3172,Abirami Financial Services (India) Ltd,511756,
3173,Easy Fincorp Ltd,511074,
3174,Frontline Corporation Ltd,532042,
3175,IGC Industries Ltd,539449,
3176,Harish Textile Engineers Ltd,542682,
3177,Vapi Enterprise Ltd,502589,
3178,MFL India Ltd,526622,
3179,Hindustan Fluoro Carbons Ltd,524013,
3180,Rapid Investments Ltd,501351,
3181,Easun Capital Markets Ltd,542906,
3182,H. S. India Ltd,532145,
3183,Shubham Polyspin Ltd,542019,
3184,Shree Securities Ltd,538975,
3185,Genesis IBRC India Ltd,514336,
3186,Anka India Ltd,531673,
3187,Sree Jayalakshmi Autospin Ltd,530037,
3188,Pentokey Organy (India) Ltd,524210,
3189,Spice Islands Industries Ltd,526827,
3190,Jai Mata Glass Ltd,523467,
3191,Sovereign Diamonds Ltd,523826,
3192,Shree Bhavya Fabrics Ltd,521131,
3193,Inducto Steel Ltd,532001,
3194,Suncare Traders Ltd,539526,
3195,Virtual Global Education Ltd,534741,
3196,Shahi Shipping Ltd,526508,
3197,SSPDL Ltd,530821,
3198,Chennai Meenakshi Multispeciality Hospital Ltd,523489,
3199,Machhar Industries Ltd,543934,
3200,Howard Hotels Ltd,526761,
3201,Suvidha Infraestate Corporation Ltd,531640,
3202,Asia Pack Ltd,530899,
3203,Jayshree Chemicals Ltd,506520,
3204,KCL Infra Projects Ltd,531784,
3205,Mansi Finance (Chennai) Ltd,511758,
3206,V R Films & Studios Ltd,542654,
3207,Shricon Industries Ltd,508961,
3208,Kartik Investments Trust Ltd,501151,
3209,Tirupati Tyres Ltd,539040,
3210,Ajwa Fun World & Resort Ltd,526628,
3211,Richfield Financial Services Ltd,539435,
3212,Anuroop Packaging Ltd,542865,
3213,Asian Petroproducts & Exports Ltd,524434,
3214,Rishabh Digha Steel & Allied Products Ltd,531539,
3215,Bacil Pharma Ltd,524516,
3216,Adinath Exim Resources Ltd,532056,
3217,Nirav Commercials Ltd,512425,
3218,First Custodian Fund(I) Ltd,511122,
3219,Best Eastern Hotels Ltd,508664,
3220,Madhusudan Securities Ltd,511000,
3221,Sarup Industries Ltd,514412,
3222,Yash Innoventures Ltd,523650,
3223,IB Infotech Enterprises Ltd,519463,
3224,Veerhealth Care Ltd,511523,
3225,Kallam Textiles Ltd,530201,
3226,Regent Enterprises Ltd,512624,
3227,Paragon Finance Ltd,531255,
3228,Dynamic Industries Ltd,524818,
3229,S I Capital & Financial Services Ltd,530907,
3230,Deep Diamond India Ltd,539559,
3231,Ritesh International Ltd,519097,
3232,Morarjee Textiles Ltd,532621,MORARJEE
3233,Advance Petrochemicals Ltd,506947,
3234,Sparc Electrex Ltd,531370,
3235,Sharma East India Hosp and Medical Research Ltd,524548,
3236,Swarna Securities Ltd,531003,
3237,Daulat Securities Ltd,530171,
3238,S & T Corporation Ltd,514197,
3239,Mihika Industries Ltd,538895,
3240,Valson Industries Ltd,530459,
3241,Modern Steels Ltd,513303,
3242,RTCL Ltd,531552,
3243,Kaiser Corporation Ltd,531780,
3244,Impex Ferro Tech Ltd,532614,IMPEXFERRO
3245,Sancode Technologies Ltd,543897,
3246,Vijay Textiles Ltd,530151,
3247,Sterling Powergensys Ltd,513575,
3248,Octavius Plantations Ltd,542938,
3249,Reliable Ventures India Ltd,532124,
3250,Zenlabs Ethica Ltd,530697,
3251,G K Consultants Ltd,531758,
3252,Bhakti Gems & Jewellery Ltd,540545,
3253,Kotia Enterprises Ltd,539599,
3254,Tokyo Finance Ltd,531644,
3255,Indo Cotspin Ltd,538838,
3256,Sattva Sukun Lifecare Ltd,539519,
3257,Sarda Proteins Ltd,519242,
3258,Panabyte Technologies Ltd,538742,
3259,Croissance Ltd,531909,
3260,Ras Resorts & Apart Hotels Ltd,507966,
3261,Kamanwala Housing Construction Ltd,511131,
3262,Educomp Solutions Ltd,532696,EDUCOMP
3263,Caprolactam Chemicals Ltd,507486,
3264,Gautam Gems Ltd,540936,
3265,Quadrant Televentures Ltd,511116,
3266,Cella Space Ltd,532701,
3267,NB Footwear Ltd,523242,
3268,Deccan Bearings Ltd,505703,
3269,Interactive Financial Services Ltd,539692,
3270,Radaan Mediaworks (I) Ltd,590070,RADAAN
3271,Tradewell Holdings Ltd,531203,
3272,Samtex Fashions Ltd,521206,
3273,Cindrella Hotels Ltd,526373,
3274,Gujarat Raffia Industries Ltd,523836,GUJRAFFIA
3275,Cil Securities Ltd,530829,
3276,Fruition Venture Ltd,538568,
3277,Lyons Corporate Market Ltd,531441,
3278,DJS Stock & Shares Ltd,511636,
3279,Eastern Treads Ltd,531346,
3280,Shree Metalloys Ltd,531962,
3281,Prag Bosimi Synthetics Ltd,500192,
3282,Shrydus Industries Ltd,511493,
3283,SBEC Systems (India) Ltd,517360,
3284,Jackson Investments Ltd,538422,
3285,Rotographics (India) Ltd,539922,
3286,Muller & Phipps (India) Ltd,501477,
3287,BKV Industries Ltd,519500,
3288,Triveni Glass Ltd,502281,
3289,Advance Lifestyles Ltd,521048,
3290,Mukat Pipes Ltd,523832,
3291,Sterling Green Woods Ltd,526500,
3292,Neil Industries Ltd,539016,
3293,Adhbhut Infrastructure Ltd,539189,
3294,Vishvprabha Ventures Ltd,512064,
3295,Inter State Oil Carrier Ltd,530259,
3296,Sreechem Resins Ltd,514248,
3297,Gujarat Cotex Ltd,514386,
3298,KMG Milk Food Ltd,519415,
3299,Paramount Cosmetics (India) Ltd,507970,
3300,Globe Commercials Ltd,540266,
3301,Tuni Textile Mills Ltd,531411,
3302,Relic Technologies Ltd,511712,
3303,Continental Chemicals Ltd,506935,
3304,Norris Medicines Ltd,524414,
3305,Karnavati Finance Ltd,538928,
3306,Trustwave Securities Ltd,508963,
3307,Moongipa Capital Finance Ltd,530167,
3308,Gayatri Highways Ltd,541546,GAYAHWS
3309,Mudunuru Ltd,538743,
3310,B.C. Power Controls Ltd,537766,BCP
3311,Shyamkamal Investments Ltd,505515,
3312,Yash Management & Satelite Ltd,511601,
3313,COSYN Ltd,538922,
3314,VK Global Industries Ltd,530177,
3315,Bloom Industries Ltd,513422,
3316,Sibar Auto Parts Ltd,520141,
3317,Velan Hotels Ltd,526755,
3318,Uniroyal Industries Ltd,521226,
3319,Gemstone Investments Ltd,531137,
3320,Harmony Capital Services Ltd,530055,
3321,Raunaq International Ltd,537840,
3322,United Credit Ltd,531091,
3323,BNR Udyog Ltd,530809,
3324,Gujarat Lease Financing Ltd,500174,GLFL
3325,Phaarmasia Ltd,523620,
3326,IND Renewable Energy Ltd,536709,
3327,Lypsa Gems & Jewellery Ltd,534532,LYPSAGEMS
3328,Ramsons Projects Ltd,530925,
3329,TV Vision Ltd,540083,TVVISION
3330,Yaan Enterprises Ltd,538521,
3331,Gala Global Products Ltd,539228,
3332,Inditrade Capital Ltd,532745,
3333,Vamshi Rubber Ltd,530369,
3334,Amalgamated Electricity Company Ltd,501622,
3335,Neelkanth Ltd,512565,
3336,Garware Synthetics Ltd,514400,
3337,Tarai Foods Ltd,519285,
3338,Genomic Valley Biotech Ltd,539206,
3339,Span Divergent Ltd,524727,
3340,Rita Finance and Leasing Ltd,543256,
3341,Jaipan Industries Ltd,505840,
3342,GCM Securities Ltd,535431,
3343,Disha Resources Ltd,531553,
3344,Yunik Managing Advisors Ltd,533149,
3345,NDA Securities Ltd,511535,
3346,Classic Filaments Ltd,540310,
3347,Ace Engitech Ltd,530669,
3348,Adcon Capital Services Ltd,539506,
3349,White Organic Agro Ltd,513713,
3350,Esaar (India) Ltd,531502,
3351,Solid Stone Company Ltd,513699,
3352,Shree Karthik Papers Ltd,516106,
3353,S.M. Gold Ltd,542034,
3354,TCI Finance Ltd,501242,TCIFINANCE
3355,MT Educare Ltd,534312,MTEDUCARE
3356,Eastern Silk Industries Ltd,590022,EASTSILK
3357,South Asian Enterprises Ltd,526477,
3358,Market Creators Ltd,526891,
3359,Kunststoffe Industries Ltd,523594,
3360,Photon Capital Advisors Ltd,509084,
3361,Cubical Financial Services Ltd,511710,
3362,Rap Media Ltd,531583,
3363,Sri Nachammai Cotton Mills Ltd,521234,
3364,Pro CLB Global Ltd,540703,
3365,Ashtasidhhi Industries Ltd,531341,
3366,Mehta Integrated Finance Ltd,511377,
3367,Rama Paper Mills Ltd,500357,
3368,Konark Synthetic Ltd,514128,
3369,Maitri Enterprises Ltd,513430,
3370,Lynx Machinery & Commercials Ltd,505320,
3371,Hisar Spinning Mills Ltd,521068,
3372,Decillion Finance Ltd,539190,
3373,Interworld Digital Ltd,532072,
3374,Asian Warehousing Ltd,543927,
3375,Avasara Finance Ltd,511730,
3376,KCD Industries India Ltd,540696,
3377,Tasty Dairy Specialities Ltd,540955,
3378,Shukra Jewellery Ltd,523790,
3379,Gilada Finance & Investments Ltd,538788,
3380,York Exports Ltd,530675,
3381,Emmessar Biotech & Nutrition Ltd,524768,
3382,Helpage Finlease Ltd,539174,
3383,Sharpline Broadcast Ltd,543341,
3384,Integrated Proteins Ltd,519606,
3385,Sharp Investments Ltd,538212,
3386,Kandagiri Spinning Mills Ltd,521242,
3387,Gian Lifecare Ltd,542918,
3388,Kiran Print Pack Ltd,531413,
3389,Natraj Proteins Ltd,530119,
3390,Parmax Pharma Ltd,540359,
3391,Southern Latex Ltd,514454,
3392,Bharat Bhushan Finance & Commodity Brokers Ltd,511501,
3393,Square Four Projects India Ltd,526532,
3394,Shukra Bullions Ltd,531506,
3395,Soni Medicare Ltd,539378,
3396,Shivagrico Implements Ltd,522237,
3397,Orosil Smiths India Ltd,531626,
3398,Link Pharma Chem Ltd,524748,
3399,Perfect-Octave Media Projects Ltd,521062,
3400,ECS Biztech Ltd,540063,
3401,Chandni Machines Ltd,542627,
3402,Integrated Capital Services Ltd,539149,
3403,Kachchh Minerals Ltd,531778,
3404,Duke Offshore Ltd,531471,
3405,Kashyap Tele-Medicines Ltd,531960,
3406,R R Securities Ltd,530917,
3407,Risa International Ltd,530251,
3408,Switching Technologies Gunther Ltd,517201,
3409,Garbi Finvest Ltd,539492,
3410,Minolta Finance Ltd,532164,
3411,PS IT Infrastructure & Services Ltd,505502,
3412,Sarvottam Finvest Ltd,539124,
3413,Winsome Yarns Ltd,514348,WINSOME
3414,V B Industries Ltd,539123,
3415,Arihants Securities Ltd,531017,
3416,Univa Foods Ltd,526683,UNIVAFOODS
3417,Ramchandra Leasing and Finance Ltd,538540,
3418,Mehta Securities Ltd,511738,
3419,Cupid Breweries & Distilleries Ltd,512361,
3420,R R Financial Consultants Ltd,511626,
3421,Mahaan Foods Ltd,519612,
3422,Lippi Systems Ltd,526604,
3423,Mitshi India Ltd,523782,
3424,White Organic Retail Ltd,542667,
3425,Rander Corporation Ltd,531228,
3426,R J Shah & Company Ltd,509845,
3427,Northlink Fiscal & Capital Services Ltd,539110,
3428,Desh Rakshak Aushdhalaya Ltd,531521,
3429,Goenka Business & Finance Ltd,538787,
3430,BFL Asset Finvest Ltd,539662,
3431,Shyam Telecom Ltd,517411,SHYAMTEL
3432,HB Leasing & Finance Co Ltd,508956,
3433,Svam Software Ltd,523722,
3434,Mid India Industries Ltd,500277,
3435,Computer Point Ltd,507833,
3436,Usha Martin Education & Solutions Ltd,532398,UMESLTD
3437,Crane Infrastructure Ltd,538770,
3438,Ashish Polyplast Ltd,530429,
3439,United Interactive Ltd,502893,
3440,Garware Marine Industries Ltd,509563,
3441,G K P Printing & Packaging  Ltd,542666,
3442,Autoriders International Ltd,512277,
3443,Sumeru Industries Ltd,530445,
3444,Beryl Securities Ltd,531582,
3445,Yashraj Containeurs Ltd,530063,
3446,Catvision Ltd,531158,
3447,NPR Finance Ltd,530127,
3448,Chemo Pharma Laboratories Ltd,506365,
3449,Vivid Global Industries Ltd,524576,
3450,Jagjanani Textiles Ltd,532825,
3451,Vani Commercials Ltd,538918,
3452,Bisil Plast Ltd,531671,
3453,Polycon International Ltd,531397,
3454,Onelife Capital Advisors Ltd,533632,ONELIFECAP
3455,Darshan Orna Ltd,539884,
3456,Phyto Chem (India) Ltd,524808,
3457,V B Desai Financial Services Ltd,511110,
3458,Yogi Infra Projects Ltd,522209,
3459,Shree Rajivlochan Oil Extraction Ltd,530295,
3460,Alexander Stamps & Coin Ltd,511463,
3461,JMG Corporation Ltd,523712,
3462,R O Jewels Ltd,543171,
3463,Raj Packaging Industries Ltd,530111,
3464,Seasons Textiles Ltd,514264,
3465,Rajasthan Cylinders & Containers Ltd,538707,
3466,Hathway Bhawani Cabletel & Datacom Ltd,509073,
3467,Organic Coatings Ltd,531157,
3468,Anjani Finance Ltd,531878,
3469,Triveni Enterprises Ltd,538569,
3470,EMA India Ltd,522027,
3471,Ajel Ltd,530713,
3472,U. H. Zaveri Ltd,541338,
3473,KMF Builders & Developers Ltd,531578,
3474,NCC Blue Water Products Ltd,519506,
3475,Mipco Seamless Rings (Gujarat) Ltd,505797,
3476,Kush Industries Ltd,514240,
3477,Amforge Industries Ltd,513117,
3478,Coastal Roadways Ltd,520131,
3479,Modern Shares & Stockbrokers Ltd,509760,
3480,Dalal Street Investments Ltd,501148,
3481,India Lease Development Ltd,500202,
3482,Kakatiya Textiles Ltd,521054,
3483,Econo Trade India Ltd,538708,
3484,Southern Infosys Ltd,540174,
3485,Eureka Industries Ltd,521137,
3486,Lords Ishwar Hotels Ltd,530065,
3487,Lime Chemicals Ltd,507759,
3488,Oswal Yarns Ltd,514460,
3489,DCM Financial Services Ltd,511611,DCMFINSERV
3490,Step Two Corporation Ltd,531509,
3491,Suryavanshi Spinning Mills Ltd,514140,
3492,Prima Agro Ltd,519262,
3493,Beryl Drugs Ltd,524606,
3494,Sri Lakshmi Saraswathi Textiles (Arni) Ltd,521161,
3495,Neo Infracon Ltd,514332,
3496,Golden Legand Leasing & Finance Ltd,509024,
3497,Markobenz Ventures Ltd,514060,
3498,Vas Infrastructure Ltd,531574,
